2008-May-07 05:57:39.047
2008-May-08 06:18:36.978
2008-May-09 05:49:38.916
2008-May-10 06:02:08.156
2008-May-11 06:35:07.783
2008-May-14 05:40:08.576
2008-May-17 05:54:05.167
2008-May-18 06:04:37.304
2008-May-19 05:30:08.552
2008-May-20 06:06:07.691
2008-May-21 06:19:08.369
2008-May-23 06:02:08.367
2008-May-24 06:33:37.904
2008-May-25 05:58:07.116
2008-May-27 05:34:37.472
2008-May-28 05:56:08.301
2008-May-29 08:37:07.882
2008-May-31 17:55:07.688
2008-Jun-01 06:38:08.736
2008-Jun-01 18:15:08.481
2008-Jun-02 06:01:34.912
2008-Jun-03 06:14:34.065
2008-Jun-03 18:07:33.626
2008-Jun-04 05:38:33.251
2008-Jun-04 18:29:02.948
2008-Jun-05 06:00:34.583
2008-Jun-05 18:02:03.809
2008-Jun-06 06:29:03.536
2008-Jun-06 18:06:03.281
2008-Jun-07 05:52:04.201
2008-Jun-08 06:05:35.864
2008-Jun-08 17:59:33.448
2008-Jun-09 05:29:03.544
2008-Jun-09 18:19:36.240
2008-Jun-10 06:05:04.649
2008-Jun-10 18:01:03.766
2008-Jun-11 06:19:33.325
2008-Jun-11 17:58:03.102
2008-Jun-12 05:43:02.499
2008-Jun-13 06:02:05.266
2008-Jun-14 06:33:34.279
2008-Jun-14 18:10:08.014
2008-Jun-15 05:57:06.948
2008-Jun-17 05:33:36.767
2008-Jun-17 18:23:38.450
2008-Jun-18 05:55:07.079
2008-Jun-18 18:02:08.409
2008-Jun-19 06:24:06.530
2008-Jun-20 17:41:07.763
2008-Jun-21 06:02:05.368
2008-Jun-22 06:38:08.967
2008-Jun-22 18:14:07.189
2008-Jun-23 06:01:07.129
2008-Jun-23 17:55:06.704
2008-Jun-24 06:14:06.270
2008-Jun-24 18:06:39.321
2008-Jun-25 05:47:09.131
2008-Jun-25 18:28:07.634
2008-Jun-26 17:29:07.865
2008-Jun-27 06:28:08.223
2008-Jun-27 18:04:36.962
2008-Jun-28 17:45:37.986
2008-Jun-29 06:04:35.560
2008-Jun-29 17:58:37.641
2008-Jun-30 05:28:07.236
2008-Jun-30 18:18:36.934
2008-Jul-01 17:59:07.446
2008-Jul-02 06:18:08.520
2008-Jul-02 17:56:36.295
2008-Jul-03 05:41:34.698
2008-Jul-04 06:02:05.503
2008-Jul-04 16:32:08.928
2008-Jul-05 06:31:38.485
2008-Jul-05 18:09:07.744
2008-Jul-06 05:55:38.678
2008-Jul-06 17:49:38.260
2008-Jul-07 06:08:08.325
2008-Jul-07 18:02:05.414
2008-Jul-08 05:32:07.538
2008-Jul-08 18:22:35.257
2008-Jul-09 06:08:05.174
2008-Jul-09 18:02:06.761
2008-Jul-10 06:21:37.847
2008-Jul-11 17:40:38.658
2008-Jul-12 03:06:08.314
2008-Jul-12 18:07:08.090
2008-Jul-13 06:35:07.347
2008-Jul-14 17:54:36.677
2008-Jul-15 06:11:06.208
2008-Jul-15 18:05:08.302
2008-Jul-16 05:36:07.437
2008-Jul-16 18:26:39.150
2008-Jul-18 06:24:37.743
2008-Jul-18 18:03:38.045
2008-Jul-19 05:50:07.488
2008-Jul-20 06:02:08.654
2008-Jul-21 05:26:37.884
2008-Jul-22 06:02:37.531
2008-Jul-23 06:13:38.690
2008-Jul-24 05:40:37.982
2008-Jul-25 06:02:06.857
2008-Jul-26 06:27:07.802
2008-Jul-27 05:54:06.602
2008-Jul-28 06:02:38.236
2008-Jul-30 06:06:37.770
2008-Jul-31 06:15:04.926
2008-Aug-01 05:44:37.817
2008-Aug-05 06:02:05.730
2008-Aug-07 05:56:38.740
2008-Aug-08 06:15:04.665
2008-Aug-09 05:48:36.691
2008-Aug-10 06:02:07.008
2008-Aug-11 06:28:36.588
2008-Aug-15 06:00:36.743
2008-Aug-16 06:19:06.162
2008-Aug-17 05:53:06.195
2008-Aug-18 06:02:06.419
2008-Aug-19 06:33:05.588
2008-Aug-22 05:43:07.247
2008-Aug-23 06:02:06.669
2008-Aug-24 06:43:08.025
2008-Aug-25 05:57:05.658
2008-Aug-26 06:02:06.302
2008-Aug-27 05:33:33.788
2008-Aug-28 05:55:03.263
2008-Aug-31 06:02:06.019
2008-Sep-02 06:01:07.072
2008-Sep-03 06:03:37.158
2008-Sep-04 05:37:36.676
2008-Sep-06 06:17:36.041
2008-Sep-07 05:51:37.560
2008-Sep-08 06:02:06.805
2008-Sep-09 06:31:05.915
2008-Sep-10 06:03:36.904
2008-Sep-12 05:41:37.032
2008-Sep-13 06:02:08.968
2008-Sep-14 06:21:37.383
2008-Sep-15 05:55:36.894
2008-Sep-16 06:02:06.052
2008-Sep-17 05:32:06.979
2008-Sep-19 06:12:07.299
2008-Sep-20 05:46:06.800
2008-Sep-21 06:02:08.143
2008-Sep-22 06:25:37.136
2008-Sep-26 05:57:36.640
2008-Sep-27 06:16:06.015
2008-Sep-29 06:02:07.260
2008-Sep-30 06:29:35.811
2008-Oct-01 06:02:07.776
2008-Oct-02 06:06:07.366
2008-Oct-03 05:40:07.357
2008-Oct-05 06:20:07.157
2008-Oct-07 06:02:06.314
2008-Oct-09 06:06:08.913
2008-Oct-10 06:10:07.496
2008-Oct-11 05:44:06.485
2008-Oct-12 09:32:13.006
2008-Oct-13 06:24:06.295
2008-Oct-14 05:58:05.789
2008-Oct-15 06:02:08.379
2008-Oct-16 05:34:35.844
2008-Oct-17 05:37:08.907
2008-Oct-18 06:14:36.158
2008-Oct-19 05:48:08.648
2008-Oct-20 06:02:07.935
2008-Oct-21 06:28:07.460
2008-Oct-24 05:38:38.511
2008-Oct-25 06:00:06.953
2008-Oct-26 06:18:37.832
2008-Oct-27 05:52:06.821
2008-Oct-29 06:32:06.649
2008-Oct-30 06:04:36.126
2008-Nov-01 05:42:36.743
2008-Nov-03 06:22:37.607
2008-Nov-04 05:56:05.617
2008-Nov-05 06:02:09.773
2008-Nov-06 05:32:39.228
2008-Nov-07 06:08:38.980
2008-Nov-09 05:46:35.125
2008-Nov-10 06:02:07.971
2008-Nov-12 06:00:08.524
2008-Nov-13 06:03:08.133
2008-Nov-14 05:36:37.659
2008-Nov-15 05:58:38.648
2008-Nov-16 06:16:38.558
2008-Nov-17 05:50:38.095
2008-Nov-18 06:02:07.376
2008-Nov-20 06:02:36.990
2008-Nov-20 23:47:12.097
2008-Nov-21 06:07:06.128
2008-Nov-22 05:40:37.156
2008-Nov-23 00:02:12.507
2008-Nov-23 06:02:06.645
2008-Nov-24 00:02:12.071
2008-Nov-24 06:20:35.574
2008-Nov-25 05:54:35.123
2008-Nov-26 06:02:05.845
2008-Nov-26 11:02:12.799
2008-Nov-27 05:31:06.803
2008-Nov-28 06:06:38.584
2008-Nov-29 06:11:06.246
2008-Nov-30 05:44:37.301
2008-Dec-01 06:02:06.727
2008-Dec-02 06:24:35.752
2008-Dec-04 06:02:06.966
2008-Dec-08 05:48:35.516
2008-Dec-09 06:02:04.861
2008-Dec-10 06:28:37.468
2008-Dec-11 06:02:09.025
2008-Dec-13 05:39:07.737
2008-Dec-14 06:00:37.242
2008-Dec-15 06:18:36.680
2008-Dec-16 05:52:35.749
2008-Dec-17 06:02:08.526
2008-Dec-18 06:32:36.721
2008-Dec-19 06:05:06.254
2008-Dec-20 06:09:05.433
2008-Dec-21 05:43:08.512
2008-Dec-22 06:02:05.978
2008-Dec-23 06:26:35.052
2008-Dec-24 05:56:36.547
2008-Dec-25 06:02:07.249
2008-Dec-26 05:33:07.272
2008-Dec-27 06:09:06.071
2008-Dec-28 06:14:07.255
2008-Dec-29 05:48:06.830
2008-Dec-30 06:03:06.215
2009-Jan-05 06:17:38.544
2009-Jan-06 05:51:36.618
2009-Jan-09 06:04:09.610
2009-Jan-10 06:08:07.766
2009-Jan-11 05:41:05.302
2009-Jan-12 06:02:07.791
2009-Jan-13 06:20:37.734
2009-Jan-14 05:54:39.297
2009-Jan-15 06:02:09.017
2009-Jan-16 05:31:07.975
2009-Jan-17 06:07:06.760
2009-Jan-18 06:11:08.911
2009-Jan-19 05:44:35.957
2009-Jan-20 06:02:05.374
2009-Jan-21 06:24:40.891
2009-Jan-22 00:00:11.833
2009-Jan-22 05:58:35.941
2009-Jan-23 06:02:05.579
2009-Jan-24 05:35:06.125
2009-Feb-01 05:38:36.739
2009-Feb-02 06:00:36.235
2009-Feb-03 06:18:35.641
2009-Feb-04 05:52:37.684
2009-Feb-05 06:02:06.422
2009-Feb-06 06:32:37.080
2009-Feb-07 06:05:07.081
2009-Feb-08 06:08:37.196
2009-Feb-09 05:43:06.734
2009-Feb-10 06:02:06.150
2009-Feb-12 05:55:37.595
2009-Feb-13 06:03:07.274
2009-Feb-14 05:33:36.718
2009-Feb-15 06:09:38.965
2009-Feb-16 06:13:38.570
2009-Feb-17 05:47:38.076
2009-Feb-18 06:03:08.915
2009-Feb-20 06:01:08.924
2009-Feb-21 06:04:08.511
2009-Feb-24 06:16:37.801
2009-Feb-26 06:03:06.568
2009-Feb-27 05:27:08.362
2009-Feb-28 06:03:36.592
2009-Mar-01 06:07:39.173
2009-Mar-03 07:56:36.319
2009-Mar-04 08:05:07.485
2009-Mar-05 05:55:06.910
2009-Mar-06 06:03:08.562
2009-Mar-07 05:31:36.933
2009-Mar-08 08:51:07.378
2009-Mar-09 06:11:36.214
2009-Mar-10 05:45:08.185
2009-Mar-11 06:03:06.533
2009-Mar-12 06:25:05.963
2009-Mar-13 09:09:07.211
2009-Mar-14 06:03:07.021
2009-Mar-15 05:35:36.975
2009-Mar-16 06:01:06.480
2009-Mar-17 06:15:36.268
2009-Mar-18 05:49:08.240
2009-Mar-19 06:03:09.032
2009-Mar-20 06:29:09.538
2009-Mar-21 06:03:07.030
2009-Mar-21 18:12:07.956
2009-Mar-23 05:39:07.048
2009-Mar-24 06:01:07.476
2009-Mar-25 06:19:08.319
2009-Mar-26 05:53:08.802
2009-Mar-27 06:03:08.491
2009-Mar-28 06:33:08.576
2009-Mar-29 06:05:08.502
2009-Mar-30 06:09:08.066
2009-Mar-31 05:43:07.535
2009-Apr-01 06:03:08.922
2009-Apr-02 06:23:08.308
2009-Apr-03 05:57:09.788
2009-Apr-04 06:03:08.900
2009-Apr-05 05:33:09.297
2009-Apr-06 06:09:09.004
2009-Apr-07 06:13:08.086
2009-Apr-08 05:47:07.568
2009-Apr-08 18:02:37.126
2009-Apr-09 06:03:07.887
2009-Apr-10 06:25:38.331
2009-Apr-11 06:00:37.838
2009-Apr-12 11:13:07.039
2009-Apr-13 05:37:07.393
2009-Apr-14 05:58:36.834
2009-Apr-15 06:16:37.699
2009-Apr-15 19:03:08.881
2009-Apr-16 05:50:36.694
2009-Apr-17 07:33:09.234
2009-Apr-20 06:07:07.569
2009-Apr-21 05:40:35.323
2009-Apr-22 07:16:04.953
2009-Apr-23 04:53:04.626
2009-Apr-24 05:26:05.288
2009-Apr-25 04:53:07.639
2009-Apr-26 06:34:08.147
2009-Apr-27 07:23:07.627
2009-Apr-28 04:38:08.374
2009-Apr-29 04:21:38.065
2009-Apr-30 06:03:09.092
2009-May-01 06:24:38.541
2009-May-02 05:58:08.045
2009-May-03 06:03:09.172
2009-May-04 05:34:37.139
2009-May-04 06:53:11.192
2009-May-05 05:56:06.590
2009-May-06 06:15:38.006
2009-May-07 05:48:38.002
2009-May-09 06:30:08.376
2009-May-10 06:02:08.339
2009-May-11 06:08:08.450
2009-May-12 05:38:36.351
2009-May-13 06:00:08.758
2009-May-14 06:23:36.685
2009-May-15 05:52:09.019
2009-May-16 06:03:06.691
2009-May-17 05:28:37.456
2009-May-18 06:04:06.601
2009-May-19 06:15:06.263
2009-May-20 05:42:07.556
2009-May-21 06:03:06.909
2009-May-22 06:29:37.868
2009-May-23 05:55:34.141
2009-May-24 06:06:07.782
2009-May-25 05:32:08.538
2009-May-26 06:08:06.675
2009-May-26 23:51:42.163
2009-May-27 06:20:37.338
2009-May-28 05:45:38.065
2009-May-29 06:05:08.865
2009-May-30 06:34:38.362
2009-May-30 18:20:38.294
2009-May-30 20:00:37.766
2009-Jun-01 06:11:06.717
2009-Jun-02 05:35:38.430
2009-Jun-03 05:57:39.274
2009-Jun-04 06:25:06.220
2009-Jun-05 05:49:38.928
2009-Jun-06 06:03:08.606
2009-Jun-06 18:08:37.421
2009-Jun-08 06:03:08.419
2009-Jun-09 06:15:37.567
2009-Jun-12 06:29:09.047
2009-Jun-13 05:53:09.235
2009-Jun-14 09:18:13.675
2009-Jun-15 05:29:36.061
2009-Jun-17 06:19:08.833
2009-Jun-18 05:43:07.515
2009-Jun-19 06:03:12.804
2009-Jun-21 05:57:08.981
2009-Jun-22 06:09:06.612
2009-Jun-23 05:33:07.311
2009-Jun-24 06:09:06.424
2009-Jun-25 06:22:37.088
2009-Jun-26 05:48:08.815
2009-Jun-28 06:36:39.079
2009-Jun-29 06:00:38.778
2009-Jun-30 06:12:36.421
2009-Jul-01 05:37:06.127
2009-Jul-02 05:58:34.461
2009-Jul-03 06:26:08.912
2009-Jul-04 05:50:36.122
2009-Jul-06 05:27:05.981
2009-Jul-07 06:03:06.100
2009-Jul-08 06:15:39.262
2009-Jul-09 05:40:36.987
2009-Jul-10 06:02:08.818
2009-Jul-11 06:29:08.260
2009-Jul-13 06:05:08.113
2009-Jul-14 05:30:37.345
2009-Jul-15 06:15:30.654
2009-Jul-16 06:18:06.623
2009-Jul-18 06:03:07.165
2009-Jul-19 06:31:39.147
2009-Jul-20 05:58:08.414
2009-Jul-21 06:07:06.522
2009-Jul-24 06:20:05.576
2009-Jul-25 05:48:08.396
2009-Jul-26 06:03:09.144
2009-Jul-27 06:33:08.196
2009-Jul-28 06:01:39.033
2009-Jul-29 06:08:37.635
2009-Jul-30 05:38:08.501
2009-Aug-01 06:21:08.309
2009-Aug-02 05:51:37.712
2009-Aug-03 06:03:06.939
2009-Aug-04 06:33:08.048
2009-Aug-05 06:03:07.486
2009-Aug-06 06:07:36.620
2009-Aug-07 06:53:07.584
2009-Aug-08 06:03:07.163
2009-Aug-10 05:55:06.631
2009-Aug-11 06:03:06.351
2009-Aug-12 19:56:17.440
2009-Aug-12 20:05:18.121
2009-Aug-13 06:07:07.551
2009-Aug-14 06:11:09.691
2009-Aug-15 05:45:07.727
2009-Aug-16 06:03:07.642
2009-Aug-17 06:25:07.635
2009-Aug-18 05:58:36.161
2009-Aug-19 06:03:08.311
2009-Aug-20 05:35:07.314
2009-Aug-22 06:14:36.701
2009-Aug-23 05:48:38.237
2009-Aug-24 06:03:06.076
2009-Aug-25 06:28:35.134
2009-Aug-26 06:02:36.671
2009-Aug-27 06:04:36.267
2009-Aug-28 08:27:01.146
2009-Aug-29 06:00:06.792
2009-Aug-30 06:18:37.722
2009-Sep-01 06:03:07.521
2009-Sep-02 06:32:08.649
2009-Sep-03 06:04:37.666
2009-Sep-05 05:42:07.798
2009-Sep-05 23:54:08.940
2009-Sep-06 06:03:07.247
2009-Sep-07 06:22:07.664
2009-Sep-08 05:56:06.182
2009-Sep-10 05:32:06.284
2009-Sep-12 06:12:08.660
2009-Sep-13 05:45:47.679
2009-Sep-14 06:03:07.076
2009-Sep-17 06:03:04.706
2009-Sep-18 05:35:40.202
2009-Sep-19 05:57:39.186
2009-Sep-20 06:15:35.577
2009-Sep-21 05:49:36.094
2009-Sep-22 06:03:06.390
2009-Sep-23 06:29:07.925
2009-Sep-24 06:03:06.927
2009-Sep-26 05:39:08.981
2009-Sep-28 06:19:07.308
2009-Sep-29 05:53:06.315
2009-Sep-30 06:03:09.035
2009-Oct-01 06:32:37.635
2009-Oct-02 06:05:08.610
2009-Oct-03 06:09:05.203
2009-Oct-04 05:42:37.697
2009-Oct-06 06:22:36.027
2009-Oct-07 05:56:38.528
2009-Oct-07 18:09:37.043
2009-Oct-09 05:32:39.573
2009-Oct-10 06:08:36.296
2009-Oct-11 06:12:39.381
2009-Oct-13 06:03:05.217
2009-Oct-13 18:22:07.850
2009-Oct-14 06:26:09.689
2009-Oct-15 06:00:07.193
2009-Oct-16 06:03:10.780
2009-Oct-17 05:36:08.267
2009-Oct-21 06:03:05.887
2009-Oct-22 06:28:36.915
2009-Oct-23 06:03:09.436
2009-Dec-19 18:17:05.976
2009-Dec-20 06:03:06.992
2009-Dec-21 06:06:05.134
2009-Dec-22 05:56:07.023
2009-Dec-23 06:02:08.221
2009-Dec-23 18:03:06.038
2009-Dec-24 06:20:06.170
2009-Dec-24 18:07:06.709
2009-Dec-25 05:54:06.242
2009-Dec-25 17:56:37.590
2009-Dec-26 06:03:05.511
2009-Dec-26 18:00:40.761
2009-Dec-28 06:06:05.759
2009-Dec-28 18:03:05.496
2009-Dec-31 06:03:06.476
2009-Dec-31 18:04:36.305
2010-Jan-01 06:23:35.972
2010-Jan-04 05:33:34.251
2010-Jan-04 18:23:34.041
2010-Jan-05 06:09:33.555
2010-Jan-05 18:03:06.724
2010-Jan-06 06:13:06.712
2010-Jan-06 18:02:06.790
2010-Jan-07 05:47:06.281
2010-Jan-08 06:00:05.624
2010-Jan-09 06:26:36.236
2010-Jan-09 18:13:36.277
2010-Jan-10 06:00:36.309
2010-Jan-10 18:03:05.654
2010-Jan-11 06:03:05.443
2010-Jan-11 18:06:05.299
2010-Jan-12 05:36:36.004
2010-Jan-13 05:58:39.357
2010-Jan-14 06:16:35.795
2010-Jan-14 18:03:36.993
2010-Jan-15 03:53:06.690
2010-Jan-15 17:53:06.359
2010-Jan-16 06:03:05.843
2010-Jan-16 17:57:06.515
2010-Jan-17 06:30:06.455
2010-Jan-18 06:03:06.002
2010-Jan-18 18:03:06.800
2010-Jan-19 06:06:36.655
2010-Jan-20 05:40:06.713
2010-Jan-21 18:03:06.561
2010-Jan-22 06:20:06.188
2010-Jan-22 18:07:06.223
2010-Jan-23 05:53:05.733
2010-Jan-24 06:03:06.513
2010-Jan-24 18:00:36.255
2010-Jan-25 18:20:04.226
2010-Jan-26 06:05:35.227
2010-Jan-26 18:03:06.464
2010-Jan-27 06:09:36.380
2010-Jan-28 05:43:35.937
2010-Jan-29 06:03:06.396
2010-Jan-29 19:13:06.080
2010-Jan-30 06:23:35.884
2010-Jan-31 05:57:06.427
2010-Jan-31 19:03:06.024
2010-Feb-01 06:03:05.612
2010-Feb-01 18:03:05.395
2010-Feb-02 05:33:05.576
2010-Feb-02 18:23:41.695
2010-Feb-03 18:03:06.843
2010-Feb-04 06:13:06.819
2010-Feb-04 18:01:37.370
2010-Feb-05 05:47:06.861
2010-Feb-05 17:49:36.688
2010-Feb-06 06:03:06.236
2010-Feb-06 14:32:37.003
2010-Feb-07 09:43:08.812
2010-Feb-07 18:13:35.936
2010-Feb-08 06:00:35.955
2010-Feb-08 18:03:06.784
2010-Feb-09 06:03:07.562
2010-Feb-09 18:06:37.744
2010-Feb-10 05:36:37.424
2010-Feb-10 17:39:37.256
2010-Feb-11 18:03:07.270
2010-Feb-12 06:16:37.312
2010-Feb-12 18:03:07.820
2010-Feb-13 17:53:06.664
2010-Feb-14 06:03:06.632
2010-Feb-14 17:57:06.282
2010-Feb-15 06:30:05.703
2010-Feb-16 18:03:07.472
2010-Feb-17 06:06:06.791
2010-Feb-17 18:09:07.618
2010-Feb-18 05:40:07.307
2010-Feb-19 06:01:36.770
2010-Feb-20 18:06:37.654
2010-Feb-21 05:53:37.662
2010-Feb-21 17:56:36.991
2010-Feb-22 06:03:07.381
2010-Feb-22 18:00:07.589
2010-Feb-23 06:33:07.004
2010-Feb-24 06:05:36.978
2010-Feb-24 18:03:07.692
2010-Feb-25 17:58:10.774
2010-Feb-26 19:03:07.415
2010-Feb-27 05:38:06.486
2010-Mar-01 01:04:13.103
2010-Mar-01 20:26:06.622
2010-Mar-02 06:03:06.045
2010-Mar-02 19:23:07.384
2010-Mar-03 05:33:06.958
2010-Mar-04 19:03:07.504
2010-Mar-05 06:12:37.257
2010-Mar-05 19:38:07.206
2010-Mar-07 06:03:07.585
2010-Mar-07 16:03:06.963
2010-Mar-08 08:13:06.658
2010-Mar-08 18:13:07.532
2010-Mar-09 06:00:07.021
2010-Mar-09 18:03:07.336
2010-Mar-10 06:03:07.086
2010-Mar-11 08:33:09.060
2010-Mar-11 18:26:06.467
2010-Mar-12 05:57:36.158
2010-Mar-13 06:16:05.522
2010-Mar-13 18:03:07.020
2010-Mar-14 17:52:38.310
2010-Mar-15 17:56:37.388
2010-Mar-16 06:29:35.294
2010-Mar-18 06:05:35.831
2010-Mar-18 18:08:36.646
2010-Mar-19 05:39:36.330
2010-Mar-19 15:22:06.364
2010-Mar-20 19:08:06.350
2010-Mar-21 06:19:06.638
2010-Mar-21 18:06:06.143
2010-Mar-22 05:53:05.638
2010-Mar-22 17:56:05.952
2010-Mar-23 06:03:05.337
2010-Mar-23 10:53:07.075
2010-Mar-24 06:32:36.418
2010-Mar-24 18:19:05.909
2010-Mar-25 06:05:05.882
2010-Mar-25 18:03:07.091
2010-Mar-26 06:09:06.454
2010-Mar-27 09:18:05.708
2010-Mar-28 02:37:06.270
2010-Mar-28 12:48:07.370
2010-Mar-28 18:03:36.114
2010-Mar-29 06:22:35.742
2010-Mar-29 18:09:05.222
2010-Mar-30 00:03:11.727
2010-Mar-30 18:09:44.233
2010-Mar-30 19:19:12.107
2010-Mar-30 20:28:42.983
2010-Mar-30 22:22:14.728
2010-Mar-31 00:11:46.396
2010-Mar-31 01:04:47.445
2010-Apr-01 18:22:36.484
2010-Apr-02 06:08:06.441
2010-Apr-02 18:03:06.090
2010-Apr-03 06:12:05.510
2010-Apr-04 05:46:09.330
2010-Apr-04 17:48:36.125
2010-Apr-05 06:03:07.157
2010-Apr-05 18:07:06.486
2010-Apr-06 06:25:36.599
2010-Apr-06 18:12:37.090
2010-Apr-07 18:03:08.899
2010-Apr-08 06:03:05.143
2010-Apr-08 18:04:37.424
2010-Apr-09 05:35:37.095
2010-Apr-09 18:25:36.334
2010-Apr-10 05:47:13.321
2010-Apr-10 06:04:05.819
2010-Apr-10 18:03:06.883
2010-Apr-11 06:15:06.362
2010-Apr-11 18:03:06.370
2010-Apr-12 05:49:06.337
2010-Apr-12 17:52:10.146
2010-Apr-13 06:03:07.108
2010-Apr-13 17:56:07.717
2010-Apr-14 06:28:37.097
2010-Apr-14 18:15:37.591
2010-Apr-15 06:02:37.581
2010-Apr-15 18:03:05.503
2010-Apr-16 06:05:06.790
2010-Apr-16 18:08:06.105
2010-Apr-17 05:38:36.267
2010-Apr-17 18:33:05.097
2010-Apr-18 06:00:34.701
2010-Apr-18 07:11:14.098
2010-Apr-18 08:08:44.237
2010-Apr-18 09:03:14.316
2010-Apr-18 18:03:06.001
2010-Apr-19 18:05:06.530
2010-Apr-20 05:52:05.016
2010-Apr-23 18:03:05.992
2010-Apr-24 06:08:04.339
2010-Apr-24 17:56:36.862
2010-Apr-25 05:42:05.323
2010-Apr-25 17:43:36.103
2010-Apr-26 06:03:04.239
2010-Apr-27 06:21:35.110
2010-Apr-27 22:03:05.749
2010-Apr-28 05:55:38.100
2010-Apr-28 15:56:07.327
2010-Apr-29 07:48:07.185
2010-Apr-29 18:02:07.846
2010-Apr-30 05:31:35.498
2010-Apr-30 18:21:36.905
2010-May-01 05:36:06.258
2010-May-01 18:03:06.048
2010-May-02 06:11:05.957
2010-May-02 18:00:06.837
2010-May-03 05:46:29.825
2010-May-03 18:38:19.281
2010-May-04 06:03:06.171
2010-May-04 17:53:05.737
2010-May-04 18:02:18.582
2010-May-05 06:24:35.611
2010-May-05 18:11:39.620
2010-May-06 05:58:36.614
2010-May-06 06:02:46.361
2010-May-06 17:58:06.371
2010-May-07 06:03:06.232
2010-May-07 18:03:37.007
2010-May-08 05:34:36.700
2010-May-08 18:24:36.464
2010-May-09 05:56:06.161
2010-May-09 18:03:05.569
2010-May-10 18:03:07.074
2010-May-11 05:48:07.019
2010-May-13 06:31:38.812
2010-May-13 18:14:36.710
2010-May-14 06:01:36.686
2010-May-15 06:08:35.785
2010-May-15 18:06:36.976
2010-May-16 05:37:36.625
2010-May-16 18:27:36.337
2010-May-17 05:59:05.991
2010-May-17 18:03:06.791
2010-May-18 06:23:06.405
2010-May-18 18:04:07.247
2010-May-19 05:28:36.428
2010-May-20 06:03:06.875
2010-May-20 11:08:06.895
2010-May-20 18:03:07.587
2010-May-21 18:18:11.804
2010-May-23 06:14:05.355
2010-May-23 18:09:34.975
2010-May-24 05:44:34.690
2010-May-25 06:02:33.959
2010-May-25 18:03:07.177
2010-May-26 06:28:06.881
2010-May-29 18:20:37.276
2010-May-30 06:06:05.692
2010-May-31 10:13:05.972
2010-Jun-01 05:43:36.063
2010-Jun-01 17:38:06.152
2010-Jun-02 06:03:06.843
2010-Jun-03 06:32:08.312
2010-Jun-03 18:10:07.074
2010-Jun-04 05:57:07.011
2010-Jun-05 06:08:38.804
2010-Jun-05 18:03:06.728
2010-Jun-06 18:23:36.536
2010-Jun-07 06:09:05.949
2010-Jun-08 06:22:05.608
2010-Jun-08 18:06:10.992
2010-Jun-10 07:33:06.294
2010-Jun-10 18:07:36.813
2010-Jun-11 18:13:06.318
2010-Jun-12 06:00:07.255
2010-Jun-13 18:05:36.442
2010-Jun-14 05:36:36.563
2010-Jun-14 18:26:36.242
2010-Jun-15 11:12:16.730
