0.00000     0.00000 194339.19682 10082690.02380     0.00000     0.00000     1.89101    98.10899   207.00000     5.00000    24.00000  2008.08966 38946.00000 29154.00000 90949.00000  1753.00000 10082690.02380 145583936.00000 7383268.50000 641114.25000 855219.81250 145583936.00000     0.06424  2048.00000 #CH
420382.73487 921556.10517 899984.41601 1338946.44391    11.73968    25.73554    25.13312    37.39165    56.00000     5.00000    11.00000  2009.56057 47895.00000  9734.00000  8388.00000 558446.00000 1338946.44391 566047.12500 459653.75000   925.26300   730.14508 566047.12500    89.36379  1024.00000
4959.95599 228611.56001 24277.02257 855090.38538     0.44566    20.54125     2.18134    76.83174    85.00000     7.00000     3.00000  2009.58168 233820.00000 12833.00000 20930.00000 346988.00000 855090.38538 2303016.00000 2275569.25000   361.22891   167.47800 2303016.00000    55.52581  1024.00000
127598.74444 63750.14210 35685.48386 668890.24459    14.24213     7.11557     3.98309    74.65921   154.00000     3.00000    45.00000  2010.18409 10650.00000 11914.00000 28630.00000 199139.00000 668890.24459 5560457.50000 383145.90625 39372.40234 17297.42578 5560457.50000    31.02627  1024.00000
3302184.23936 1304060.63288 1877194.70028 1335014.22420    42.23577    16.67927    24.00979    17.07517    80.00000     4.00000    14.00000  2010.62907    33.00000  9295.00000 26460.00000 595440.00000 1335014.22420 139492.45312    14.65800  1998.90503  8238.85938 139492.45312    95.28366  1024.00000
2140776.55926 1405781.88323 2084484.67323 1484722.67132    30.08498    19.75588    29.29389    20.86525    82.00000     4.00000    31.00000  2010.63450  5116.00000  7215.00000 33016.00000 601509.00000 1484722.67132 167197.50000  4796.69482  2727.25684 11580.83008 167197.50000    96.25483  1024.00000
1830678.78974 1461907.59117 3123664.80701 1659603.05147    22.66855    18.10220    38.67906    20.55019   190.00000     4.00000   139.00000  2010.62401 22959.00000 13446.00000 71881.00000 2404176.00000 1659603.05147 1399257.25000 21338.41797  3996.21069 38057.60938 1399257.25000    93.64391  2048.00000
3270083.46999 1402739.70953 1827217.71634 1344436.33662    41.68644    17.88188    23.29305    17.13864   129.00000     1.00000    11.00000  2010.78786    17.00000 12176.00000 31923.00000 608249.00000 1344436.33662 147888.15625     8.02700  2980.39697 10561.00977 147888.15625    95.61070  1024.00000
3435314.26063 1194113.16311 368573.10954 1644452.25742    51.71756    17.97699     5.54875    24.75670    88.00000     3.00000    19.00000  2010.85627  2866.00000  8598.00000 28401.00000 584988.00000 1644452.25742 227607.14062  1601.41724 23169.66797   549.09601 227607.14062    91.14235  1024.00000
3260155.01418 754920.14395 588048.54704 1404448.02829    54.26743    12.56614     9.78846    23.37797   101.00000     4.00000    32.00000  2010.92880  7007.00000  7635.00000 20370.00000 588481.00000 1404448.02829 380602.90625  3047.06812   584.45001  1072.84998 380602.90625    90.88053  1024.00000
2588317.80962 750767.12111 477675.16602 1438584.39237    49.25115    14.28578     9.08932    27.37374    88.00000     4.00000    28.00000  2010.93297  5750.00000  8818.00000 30985.00000 583822.00000 1438584.39237 291635.50000  1887.17188   596.26904   935.16290 291635.50000    90.16103  1024.00000
2902312.19547 1327053.83108 1810310.71707 1283381.42065    39.63252    18.12158    24.72069    17.52521   115.00000     1.00000    28.00000  2011.05819   111.00000 11167.00000 13895.00000 613633.00000 1283381.42065 142999.82812    69.78000  2822.04150  4360.98193 142999.82812    94.76482  1024.00000
3950330.34632 1557771.40870 2428560.85627 1297796.59252    42.77814    16.86911    26.29890    14.05385    92.00000     1.00000    13.00000  2011.06366    14.00000  8854.00000 16382.00000 611093.00000 1297796.59252 139195.25000     7.31100  2198.98535  5696.35400 139195.25000    94.37256  1024.00000
2336154.60978 1392630.10740 2803315.46080 1316225.27073    29.76628    17.74430    35.71864    16.77078    89.00000     1.00000    24.00000  2011.06225    76.00000  8029.00000 16563.00000 611836.00000 1316225.27073 141450.67188    34.84600  2005.91187  6358.32031 141450.67188    94.48730  1024.00000
2365282.68112 1463590.46621 3114827.62709 1388119.63244    28.38855    17.56627    37.38472    16.66046   112.00000     1.00000    25.00000  2011.06643  1442.00000  8050.00000 13163.00000 615120.00000 1388119.63244 156369.73438  2467.94336  2080.20703  5577.30518 156369.73438    94.99446  1024.00000
507546.79894 2230987.33211 2405487.53152 2312189.38186     6.80703    29.92119    32.26153    31.01025    32.00000     6.00000    92.00000  2011.95345 14739.00000  4259.00000 39610.00000 393892.00000 2312189.38186 1729184.12500 167229.60938  2259.03687 15140.27441 1729184.12500    60.82969  1024.00000
1037353.04072 1872850.61647 2468316.11927 1880633.00167    14.29028    25.79985    34.00281    25.90706    67.00000     3.00000    41.00000  2012.10930 51213.00000  7231.00000 20166.00000 609445.00000 1880633.00167 249966.57812 47969.03906  2540.79834  8046.04053 249966.57812    94.11805  1024.00000
5841044.30622 2491001.98787 2826000.48105 2247785.16119    43.57092    18.58148    21.08038    16.76722    46.00000     8.00000    14.00000  2012.29639    19.00000  7473.00000 29316.00000 624181.00000 2247785.16119 238235.18750    13.36800  2934.60547 12205.17578 238235.18750    99.88286  1024.00000
174675.39818 316429.60003 1652921.36337 1645485.25180     4.60944     8.35014    43.61832    43.42209    96.00000     3.00000    42.00000  2010.95345 17610.00000 13083.00000 34718.00000 145510.00000 1645485.25180 6704723.50000 597523.12500 59070.82031 38525.83984 6704723.50000    22.47146  1024.00000 #AR
508068.46217 1250043.86779 1480123.13077 1215648.10629    11.40731    28.06638    33.23219    27.29412   141.00000     4.00000    30.00000  2010.99590  4866.00000 13965.00000 17701.00000 603608.00000 1215648.10629 132438.87500  3131.06104  3304.11548  5137.27686 132438.87500    93.21663  1024.00000 #CH
5925854.56257 1346682.25274 2347345.43945 1339518.39993    54.07097    12.28792    21.41856    12.22255    78.00000     1.00000    24.00000  2011.05956    72.00000  6896.00000 14865.00000 615767.00000 1339518.39993 151026.81250    70.48000  1765.46277  5672.97803 151026.81250    95.09438  1024.00000
4305040.17764 1308339.92286 1946554.64840 1282869.41652    48.68411    14.79553    22.01287    14.50750   100.00000     1.00000    23.00000  2011.06088    29.00000  8960.00000 16442.00000 612626.00000 1282869.41652 142074.28125    14.73600  2210.74951  5582.84277 142074.28125    94.60930  1024.00000
1163417.17810 864543.38387 2224605.18813 1833919.58694    19.11476    14.20431    36.54991    30.13101    94.00000     3.00000    35.00000  2010.56740 26842.00000 12396.00000 23601.00000 245685.00000 1833919.58694 3968090.50000 19680.18555 42633.86328 10706.44922 3968090.50000    39.31507  1024.00000
1557689.95373 1104064.59931 1741237.78812 3216616.70119    20.44317    14.48978    22.85206    42.21498   149.00000     3.00000    26.00000  2010.47709 15161.00000 10544.00000 14097.00000 380680.00000 3216616.70119 2100171.50000 63862.19922 22231.79688 11866.11816 2100171.50000    60.91728  1024.00000
1042140.15912 1173920.57153 1203704.73501 1221796.82218    22.45236    25.29150    25.93318    26.32297   214.00000     2.00000    37.00000  2010.37440 23679.00000 12724.00000  8337.00000 568855.00000 1221796.82218 429233.09375  3461.08423  8653.68750 10553.52148 429233.09375    90.21852  1024.00000
953840.95088 1011511.17823 1307623.12618 1127480.33976    21.67596    22.98651    29.71563    25.62190   259.00000     1.00000    19.00000  2008.22380 23387.00000 21940.00000  1728.00000 527741.00000 1127480.33976 1044655.18750  3069.49023 18608.62891   441.60199 1044655.18750    82.95564  1024.00000
1733920.08524 1723604.13702 2676260.23024 1650761.31303    22.27388    22.14136    34.37914    21.20562    77.00000     6.00000    35.00000  2011.12389 25456.00000  4910.00000 30446.00000 625399.00000 1650761.31303 204849.15625 24356.38867 10034.97754 12559.64355 204849.15625    96.58187  1024.00000
1726418.72067 1360052.03330 2024626.42747 1812535.02428    24.93516    19.64362    29.24226    26.17896  1637.00000     7.00000    24.00000  2011.62906 355833.00000 28497.00000 145720.00000 583444.00000 1812535.02428 241128.98438 160441.56250  9368.45410 59470.08594 241128.98438    93.36403  1024.00000
